UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Type_H,Type_L,Type_M
5817,L52996,301.3,311.0,1582,35.6,202,0,0,1,0
5818,L52997,301.3,311.0,1542,35.1,204,0,0,1,0
5819,L52998,301.3,311.0,1539,36.9,206,0,0,1,0
5820,L52999,301.3,311.0,1418,41.9,208,0,0,1,0
5821,L53000,301.3,311.1,1723,27.6,210,0,0,1,0
5822,L53001,301.3,311.1,1303,49.2,212,0,0,1,0
5823,M20682,301.3,311.0,1463,50.2,214,0,0,0,1
5824,L53003,301.2,311.0,1544,39.3,217,0,0,1,0
5825,L53004,301.2,311.0,1596,37.2,219,0,0,1,0
5826,L53005,301.3,311.1,1413,42.0,221,0,0,1,0
5827,M20686,301.3,311.1,1492,41.2,223,0,0,0,1
5828,L53007,301.3,311.1,1624,40.9,0,0,0,1,0
5829,L53008,301.3,311.1,1504,39.1,2,0,0,1,0
5830,M20689,301.2,311.1,1574,34.3,4,0,0,0,1
5831,M20690,301.3,311.2,1438,42.4,7,0,0,0,1
5832,L53011,301.3,311.3,1474,50.7,10,0,0,1,0
5833,L53012,301.3,311.2,1675,32.1,12,0,0,1,0
5834,L53013,301.3,311.2,1457,44.5,14,0,0,1,0
5835,L53014,301.3,311.3,1434,49.8,16,0,0,1,0
5836,L53015,301.3,311.2,1668,30.1,18,0,0,1,0
5837,L53016,301.2,311.1,1550,39.7,20,0,0,1,0
5838,M20697,301.3,311.1,1834,25.4,22,0,0,0,1
5839,M20698,301.4,311.2,1476,36.5,25,0,0,0,1
5840,M20699,301.4,311.2,1541,36.3,28,0,0,0,1
5841,M20700,301.3,311.1,1581,30.9,31,0,0,0,1
5842,M20701,301.3,311.1,1678,30.7,34,0,0,0,1
5843,L53022,301.4,311.2,1355,50.6,37,0,0,1,0
5844,L53023,301.5,311.2,1700,28.8,39,0,0,1,0
5845,L53024,301.4,311.1,1462,37.1,41,0,0,1,0
5846,M20705,301.4,311.2,1727,26.5,43,0,0,0,1
5847,L53026,301.4,311.3,1674,33.3,46,0,0,1,0
5848,L53027,301.4,311.3,1397,42.3,48,0,0,1,0
5849,L53028,301.4,311.3,2323,15.9,50,0,0,1,0
5850,M20709,301.4,311.2,1434,47.6,52,0,0,0,1
5851,L53030,301.3,311.1,1560,35.3,55,0,0,1,0
5852,L53031,301.2,311.0,1573,32.8,57,0,0,1,0
5853,H35266,301.2,310.9,1798,22.3,59,0,1,0,0
5854,L53033,301.2,311.0,1567,35.1,64,0,0,1,0
5855,L53034,301.2,310.9,1416,53.3,66,0,0,1,0
5856,M20715,301.2,310.9,1424,45.2,68,0,0,0,1
5857,H35270,301.2,310.9,1598,35.9,71,0,1,0,0
5858,L53037,301.3,310.9,1760,23.9,76,0,0,1,0
5859,L53038,301.3,311.0,1348,44.5,78,0,0,1,0
5860,L53039,301.3,311.0,1542,33.6,80,0,0,1,0
5861,L53040,301.3,310.9,1566,33.1,82,0,0,1,0
5862,L53041,301.3,311.0,1554,47.7,84,0,0,1,0
5863,L53042,301.4,311.0,1470,40.6,86,0,0,1,0
5864,M20723,301.4,311.1,1758,25.4,88,0,0,0,1
5865,M20724,301.4,311.0,1486,36.5,91,0,0,0,1
5866,M20725,301.5,311.1,1402,40.0,94,0,0,0,1
5867,L53046,301.5,311.1,1459,45.1,97,0,0,1,0
5868,L53047,301.5,311.0,1494,45.3,99,0,0,1,0
5869,L53048,301.5,311.1,1731,27.9,101,0,0,1,0
5870,L53049,301.5,311.1,2076,18.7,103,0,0,1,0
5871,L53050,301.5,311.1,2055,16.8,105,0,0,1,0
5872,L53051,301.5,311.1,1469,49.5,107,0,0,1,0
5873,M20732,301.5,311.0,1504,42.6,109,0,0,0,1
5874,M20733,301.5,311.1,1396,43.5,112,0,0,0,1
5875,M20734,301.5,311.1,1660,33.8,115,0,0,0,1
5876,M20735,301.5,311.0,1577,39.7,118,0,0,0,1
5877,L53056,301.5,311.1,1426,52.1,121,0,0,1,0
5878,L53057,301.5,311.1,1458,41.4,123,0,0,1,0
5879,L53058,301.4,311.0,1533,45.8,125,0,0,1,0
5880,L53059,301.4,311.0,1701,28.4,127,0,0,1,0
5881,L53060,301.5,311.1,1434,49.6,129,0,0,1,0
5882,L53061,301.4,311.1,1952,22.7,131,0,0,1,0
5883,L53062,301.4,311.1,1469,36.9,133,0,0,1,0
5884,L53063,301.4,311.1,1800,26.0,135,0,0,1,0
5885,M20744,301.3,311.1,1438,43.0,137,0,0,0,1
5886,L53065,301.3,311.1,1647,28.2,140,0,0,1,0
5887,L53066,301.4,311.1,1494,41.9,142,0,0,1,0
5888,H35301,301.4,311.1,1445,41.4,144,0,1,0,0
5889,M20748,301.5,311.1,1507,38.6,149,0,0,0,1
5890,M20749,301.4,311.0,1234,55.8,152,0,0,0,1
5891,L53070,301.4,311.0,1634,32.6,155,0,0,1,0
5892,L53071,301.4,311.0,1334,53.3,157,0,0,1,0
5893,L53072,301.4,311.1,1472,44.5,159,0,0,1,0
5894,M20753,301.3,311.0,1410,52.7,161,0,0,0,1
5895,L53074,301.2,310.9,1597,37.9,164,0,0,1,0
5896,M20755,301.2,310.9,1460,46.7,166,0,0,0,1
5897,L53076,301.1,310.8,1274,55.7,169,0,0,1,0
5898,M20757,301.0,310.7,1517,40.2,171,0,0,0,1
5899,L53078,301.0,310.7,1300,57.2,174,0,0,1,0
5900,H35313,300.9,310.6,1686,27.7,176,0,1,0,0
5901,M20760,300.9,310.7,1485,41.0,181,0,0,0,1
5902,L53081,301.0,310.7,1464,45.8,184,0,0,1,0
5903,L53082,300.9,310.6,1598,35.4,186,0,0,1,0
5904,L53083,300.9,310.5,1894,21.9,188,0,0,1,0
5905,M20764,300.8,310.5,1330,59.0,190,0,0,0,1
5906,H35319,300.8,310.5,1582,31.1,193,0,1,0,0
5907,L53086,300.7,310.3,1533,35.6,198,0,0,1,0
5908,H35321,300.8,310.4,1419,46.4,200,0,1,0,0
5909,M20768,300.8,310.3,1526,36.3,205,0,0,0,1
5910,H35323,300.7,310.2,1364,65.3,208,1,1,0,0
5911,M20770,300.8,310.3,1458,43.4,0,0,0,0,1
5912,M20771,300.8,310.4,1288,64.0,3,0,0,0,1
5913,M20772,300.7,310.3,1659,29.8,6,0,0,0,1
5914,H35327,300.7,310.2,1479,52.3,9,0,1,0,0
5915,L53094,300.7,310.3,1592,36.0,14,0,0,1,0
5916,M20775,300.6,310.2,1532,38.7,16,0,0,0,1
5917,L53096,300.6,310.2,1555,41.9,19,0,0,1,0
5918,L53097,300.6,310.2,1341,52.6,21,0,0,1,0
5919,L53098,300.6,310.1,1541,42.0,23,0,0,1,0
5920,L53099,300.6,310.3,1414,50.6,25,0,0,1,0
5921,L53100,300.5,310.2,1764,25.9,27,0,0,1,0
5922,L53101,300.5,310.3,1336,57.1,29,0,0,1,0
5923,L53102,300.5,310.3,1435,43.3,31,0,0,1,0
5924,M20783,300.4,310.3,1537,35.0,33,0,0,0,1
5925,L53104,300.3,310.2,1369,48.8,36,0,0,1,0
5926,M20785,300.2,310.1,1619,31.3,38,0,0,0,1
5927,L53106,300.2,310.1,1440,51.1,41,0,0,1,0
5928,L53107,300.2,310.1,1649,30.5,43,0,0,1,0
5929,M20788,300.2,310.1,1550,38.7,45,0,0,0,1
5930,L53109,300.3,310.2,1471,45.2,48,0,0,1,0
5931,L53110,300.3,310.3,1483,51.6,50,0,0,1,0
5932,L53111,300.3,310.4,1336,54.4,52,0,0,1,0
5933,L53112,300.5,310.5,1515,36.6,54,0,0,1,0
5934,L53113,300.5,310.5,1373,47.4,56,0,0,1,0
5935,H35348,300.6,310.5,1454,51.2,58,0,1,0,0
5936,L53115,300.5,310.5,1646,34.5,63,0,0,1,0
5937,M20796,300.5,310.4,1548,37.3,65,0,0,0,1
5938,M20797,300.6,310.5,1462,41.3,68,0,0,0,1
5939,L53118,300.5,310.4,1702,33.1,71,0,0,1,0
5940,L53119,300.5,310.5,1409,60.9,73,0,0,1,0
5941,M20800,300.6,310.6,1427,52.8,75,0,0,0,1
5942,L53121,300.6,310.7,1438,48.5,78,1,0,1,0
5943,L53122,300.7,310.7,1450,43.4,80,0,0,1,0
5944,L53123,300.7,310.7,1541,41.3,82,0,0,1,0
5945,M20804,300.7,310.6,1484,38.0,84,0,0,0,1
5946,M20805,300.8,310.8,1415,44.5,87,0,0,0,1
5947,L53126,300.7,310.8,1496,46.4,90,0,0,1,0
5948,M20807,300.7,310.8,1465,45.2,92,0,0,0,1
5949,L53128,300.7,310.8,2113,18.5,95,0,0,1,0
5950,M20809,300.7,310.8,1506,44.0,97,0,0,0,1
5951,L53130,300.7,310.8,1689,28.9,100,0,0,1,0
5952,L53131,300.7,310.9,1650,29.4,102,0,0,1,0
5953,L53132,300.7,310.8,1563,33.8,104,0,0,1,0
5954,M20813,300.7,310.9,1486,38.9,106,0,0,0,1
5955,L53134,300.8,310.9,1732,25.7,109,0,0,1,0
5956,L53135,300.7,310.8,1653,31.6,111,0,0,1,0
5957,L53136,300.7,310.9,1535,37.1,113,0,0,1,0
5958,L53137,300.7,310.9,1637,37.2,115,0,0,1,0
5959,L53138,300.6,310.8,1533,38.5,117,0,0,1,0
5960,L53139,300.6,310.8,1378,51.2,119,0,0,1,0
5961,L53140,300.5,310.7,1606,33.5,121,0,0,1,0
5962,L53141,300.3,310.7,1539,32.3,123,0,0,1,0
5963,L53142,300.5,310.8,1728,26.3,125,0,0,1,0
5964,H35377,300.4,310.7,1656,36.3,127,0,1,0,0
5965,H35378,300.5,310.8,1631,30.5,132,0,1,0,0
5966,H35379,300.5,310.9,1447,46.5,137,0,1,0,0
5967,L53146,300.4,310.8,1396,49.3,142,0,0,1,0
5968,L53147,300.4,310.8,1390,52.5,144,0,0,1,0
5969,L53148,300.4,310.8,1348,56.0,146,0,0,1,0
5970,M20829,300.4,310.8,1491,35.9,148,0,0,0,1
5971,L53150,300.4,310.8,1520,37.6,151,0,0,1,0
5972,L53151,300.5,310.8,1509,33.0,153,0,0,1,0
5973,L53152,300.5,310.8,1445,46.6,155,0,0,1,0
5974,L53153,300.5,310.8,1354,51.8,157,0,0,1,0
5975,L53154,300.5,310.7,1488,39.4,159,0,0,1,0
5976,H35389,300.5,310.7,1654,28.6,161,0,1,0,0
5977,H35390,300.5,310.6,1378,51.5,166,0,1,0,0
5978,L53157,300.6,310.7,1750,30.6,171,0,0,1,0
5979,L53158,300.5,310.6,1448,46.3,173,0,0,1,0
5980,H35393,300.6,310.7,1501,45.3,175,0,1,0,0
5981,M20840,300.6,310.7,1654,32.0,180,0,0,0,1
5982,M20841,300.7,310.7,1347,46.5,183,0,0,0,1
5983,L53162,300.7,310.8,1486,37.1,186,0,0,1,0
5984,H35397,300.8,310.8,1466,45.2,188,0,1,0,0
5985,H35398,300.7,310.8,1346,52.0,193,0,1,0,0
5986,L53165,300.7,310.7,1314,42.4,198,0,0,1,0
5987,L53166,300.6,310.7,1440,52.5,200,0,0,1,0
5988,L53167,300.7,310.8,1608,39.5,202,0,0,1,0
5989,H35402,300.7,310.8,1296,58.2,204,0,1,0,0
5990,L53169,300.7,310.7,1507,46.1,209,0,0,1,0
5991,M20850,300.7,310.7,1343,51.6,211,0,0,0,1
5992,L53171,300.7,310.7,1416,40.4,214,0,0,1,0
5993,L53172,300.7,310.6,1288,47.2,216,0,0,1,0
5994,M20853,300.7,310.6,1407,42.4,218,0,0,0,1
5995,L53174,300.6,310.4,1608,39.2,221,0,0,1,0
5996,L53175,300.6,310.3,1920,22.3,223,0,0,1,0
5997,M20856,300.5,310.2,1386,48.2,225,0,0,0,1
5998,M20857,300.5,310.2,1571,34.6,228,0,0,0,1
5999,M20858,300.4,310.2,1613,36.9,231,0,0,0,1
6000,M20859,300.4,310.2,1671,30.5,234,1,0,0,1
6001,H35414,300.4,310.2,1431,43.2,0,0,1,0,0
6002,M20861,300.4,310.2,1380,47.3,5,0,0,0,1
6003,L53182,300.5,310.3,1683,31.5,8,0,0,1,0
6004,L53183,300.4,310.2,1529,36.2,10,0,0,1,0
6005,L53184,300.5,310.4,1761,26.5,12,0,0,1,0
6006,L53185,300.6,310.5,1570,38.3,14,0,0,1,0
6007,M20866,300.6,310.5,2156,18.0,16,0,0,0,1
6008,M20867,300.7,310.6,1349,54.5,19,0,0,0,1
6009,L53188,300.7,310.7,1431,39.3,22,0,0,1,0
6010,L53189,300.6,310.6,1931,22.0,24,0,0,1,0
6011,H35424,300.7,310.7,1428,43.4,26,0,1,0,0
6012,L53191,300.8,310.8,1564,36.2,31,0,0,1,0
6013,H35426,300.8,310.9,1425,44.0,33,0,1,0,0
6014,L53193,300.7,310.8,1597,30.5,38,0,0,1,0
6015,H35428,300.8,310.8,1618,32.8,40,0,1,0,0
6016,M20875,300.8,310.8,1520,38.0,45,0,0,0,1
6017,L53196,300.7,310.7,1425,45.3,48,0,0,1,0
6018,L53197,300.8,310.9,1398,38.2,50,0,0,1,0
6019,M20878,300.8,310.9,1557,31.6,52,0,0,0,1
6020,L53199,300.7,310.8,1519,43.9,55,0,0,1,0
6021,L53200,300.7,310.8,1619,34.9,57,0,0,1,0
6022,L53201,300.7,310.8,1814,21.4,59,0,0,1,0
6023,L53202,300.7,310.9,1521,39.4,61,0,0,1,0
6024,M20883,300.7,310.9,1369,51.2,63,0,0,0,1
6025,L53204,300.7,310.9,1356,65.3,66,1,0,1,0
6026,L53205,300.7,311.0,1336,53.3,68,0,0,1,0
6027,L53206,300.7,311.0,1403,48.3,70,0,0,1,0
6028,M20887,300.7,311.0,1413,44.3,72,0,0,0,1
6029,L53208,300.6,310.9,1472,47.6,75,0,0,1,0
6030,M20889,300.7,310.8,1452,47.9,77,0,0,0,1
6031,L53210,300.6,310.7,1397,53.7,80,0,0,1,0
6032,L53211,300.6,310.7,1455,40.6,82,0,0,1,0
6033,L53212,300.7,310.8,1754,27.7,84,0,0,1,0
6034,L53213,300.6,310.9,1471,37.9,86,0,0,1,0
6035,M20894,300.6,310.8,1389,48.1,88,0,0,0,1
6036,M20895,300.6,310.9,1702,30.3,91,0,0,0,1
6037,M20896,300.6,311.0,1401,54.6,94,0,0,0,1
6038,L53217,300.7,311.1,1426,46.2,97,0,0,1,0
6039,L53218,300.7,311.0,1496,38.3,99,0,0,1,0
6040,L53219,300.6,310.9,1433,42.6,101,0,0,1,0
6041,M20900,300.7,311.1,1438,46.6,103,0,0,0,1
6042,M20901,300.7,311.0,1418,49.3,106,0,0,0,1
6043,M20902,300.8,311.0,1580,36.6,109,0,0,0,1
6044,M20903,300.7,310.9,1468,41.8,112,0,0,0,1
6045,M20904,300.8,310.9,1522,41.7,115,0,0,0,1
6046,L53225,300.8,310.9,1311,55.8,118,0,0,1,0
6047,L53226,300.9,311.0,1316,56.5,120,0,0,1,0
6048,H35461,300.9,311.0,1853,23.6,122,0,1,0,0
6049,M20908,300.9,311.0,1556,38.8,127,0,0,0,1
6050,M20909,300.9,311.0,1567,34.3,130,0,0,0,1
6051,M20910,300.9,311.1,1546,37.7,133,0,0,0,1
6052,L53231,300.9,311.0,1382,51.2,136,0,0,1,0
6053,L53232,300.9,311.0,2003,20.2,138,0,0,1,0
6054,L53233,300.8,310.9,1748,29.9,140,0,0,1,0
6055,H35468,300.7,310.8,1518,40.1,142,0,1,0,0
6056,L53235,300.7,310.8,1475,42.0,147,0,0,1,0
6057,L53236,300.8,310.8,1634,29.2,149,0,0,1,0
6058,L53237,300.8,310.8,1689,32.9,151,0,0,1,0
6059,M20918,300.9,310.9,1636,35.3,153,0,0,0,1
6060,L53239,300.9,311.0,2235,15.8,156,0,0,1,0
6061,L53240,301.0,311.1,1615,35.6,158,0,0,1,0
6062,H35475,301.1,311.1,1618,29.5,160,0,1,0,0
6063,M20922,301.1,311.2,1407,53.0,165,0,0,0,1
6064,L53243,301.1,311.1,1450,43.3,168,0,0,1,0
6065,L53244,301.1,311.1,1889,23.8,170,0,0,1,0
6066,L53245,301.0,310.9,1568,38.2,172,0,0,1,0
6067,L53246,301.0,311.0,1804,25.8,174,0,0,1,0
6068,L53247,301.0,311.0,1582,37.5,176,0,0,1,0
6069,M20928,301.0,310.9,2047,17.9,178,0,0,0,1
6070,L53249,300.9,310.9,1601,34.0,181,0,0,1,0
6071,L53250,300.9,310.9,1615,32.0,183,0,0,1,0
6072,M20931,300.9,310.8,1452,43.6,185,0,0,0,1
6073,M20932,300.9,310.8,1695,30.2,188,0,0,0,1
6074,M20933,300.9,310.8,1790,26.2,191,0,0,0,1
6075,M20934,301.0,310.8,1533,39.3,194,0,0,0,1
6076,L53255,301.0,310.9,1813,28.5,197,0,0,1,0
6077,L53256,301.0,310.9,1492,36.7,199,0,0,1,0
6078,L53257,300.9,310.7,1479,43.3,201,0,0,1,0
6079,L53258,300.8,310.7,1339,59.1,203,1,0,1,0
6080,M20939,300.8,310.7,1371,44.7,205,0,0,0,1
6081,L53260,300.9,310.7,1468,36.2,208,0,0,1,0
6082,L53261,300.9,310.7,1517,41.7,210,0,0,1,0
6083,L53262,300.9,310.7,1352,46.4,212,0,0,1,0
6084,L53263,300.9,310.7,1389,50.0,214,0,0,1,0
6085,M20944,300.8,310.6,1505,36.2,0,0,0,0,1
6086,L53265,300.9,310.6,1538,36.7,3,0,0,1,0
6087,L53266,300.9,310.8,1482,37.0,5,0,0,1,0
6088,M20947,300.9,310.8,1599,33.0,7,0,0,0,1
6089,L53268,300.9,310.8,1476,39.0,10,0,0,1,0
6090,L53269,300.9,310.7,1509,37.5,12,0,0,1,0
6091,L53270,300.9,310.8,1708,29.1,14,0,0,1,0
6092,L53271,300.9,310.7,1412,57.5,16,0,0,1,0
6093,L53272,300.9,310.7,1658,28.5,18,0,0,1,0
6094,L53273,301.0,310.8,1375,57.2,20,0,0,1,0
6095,M20954,300.9,310.8,1402,48.1,22,0,0,0,1
6096,M20955,300.9,310.7,1452,47.3,25,0,0,0,1
6097,M20956,300.8,310.7,1483,40.8,28,0,0,0,1
6098,H35511,300.9,310.8,1477,38.4,31,0,1,0,0
6099,M20958,300.8,310.7,1924,22.4,36,0,0,0,1
6100,H35513,300.9,310.7,1609,28.7,39,0,1,0,0
6101,M20960,300.8,310.7,1886,21.1,44,0,0,0,1
6102,L53281,300.7,310.6,1616,29.6,47,0,0,1,0
6103,L53282,300.7,310.7,1442,43.2,49,0,0,1,0
6104,L53283,300.8,310.8,1407,45.1,51,0,0,1,0
6105,M20964,300.8,310.8,1461,41.3,53,0,0,0,1
6106,M20965,300.8,310.9,1522,46.2,56,0,0,0,1
6107,L53286,300.9,311.0,1432,48.1,59,0,0,1,0
6108,L53287,300.9,311.0,1438,49.0,61,0,0,1,0
6109,M20968,300.8,310.9,1678,28.1,63,0,0,0,1
6110,M20969,300.8,310.9,1514,38.7,66,0,0,0,1
6111,L53290,300.7,310.8,1534,41.3,69,0,0,1,0
6112,M20971,300.7,310.8,1486,41.2,71,0,0,0,1
6113,L53292,300.7,310.8,1925,22.0,74,0,0,1,0
6114,M20973,300.7,310.8,1724,30.0,76,0,0,0,1
6115,M20974,300.8,310.8,1549,35.5,79,0,0,0,1
6116,L53295,300.8,310.9,1457,47.7,82,0,0,1,0
6117,L53296,300.8,310.9,1453,43.9,84,0,0,1,0
6118,L53297,300.8,311.0,1578,44.4,86,0,0,1,0
6119,M20978,300.9,311.1,1325,61.4,88,0,0,0,1
6120,L53299,300.9,311.1,1471,39.3,91,0,0,1,0
6121,M20980,300.9,311.2,1472,40.0,93,0,0,0,1
6122,L53301,300.9,311.1,1457,37.4,96,0,0,1,0
6123,L53302,301.0,311.0,1402,55.3,98,0,0,1,0
6124,L53303,300.9,310.9,1477,41.5,100,0,0,1,0
6125,M20984,300.9,310.9,1727,30.1,102,0,0,0,1
6126,L53305,300.9,310.9,1995,20.2,105,0,0,1,0
6127,L53306,300.9,310.9,1370,52.5,107,0,0,1,0
6128,L53307,300.9,310.9,1228,66.4,109,0,0,1,0
6129,L53308,300.9,311.0,1499,38.0,111,0,0,1,0
6130,M20989,301.0,311.0,1508,46.9,113,0,0,0,1
6131,L53310,301.0,310.9,1473,44.2,116,0,0,1,0
6132,H35545,301.0,311.0,1640,37.6,118,0,1,0,0
6133,L53312,301.1,311.1,1429,42.5,123,0,0,1,0
6134,L53313,301.1,311.1,1470,40.9,125,0,0,1,0
6135,L53314,301.0,311.0,1581,37.0,127,0,0,1,0
6136,L53315,301.0,310.9,1740,28.9,129,0,0,1,0
6137,H35550,300.9,310.8,1390,40.6,131,0,1,0,0
6138,M20997,300.9,310.8,1988,19.7,136,0,0,0,1
6139,M20998,300.8,310.7,1452,43.0,139,0,0,0,1
6140,L53319,300.8,310.7,1586,33.4,142,0,0,1,0
6141,L53320,300.8,310.7,1589,34.3,144,0,0,1,0
6142,L53321,300.8,310.8,1486,45.7,146,0,0,1,0
6143,L53322,300.9,310.9,1755,27.9,148,0,0,1,0
6144,M21003,301.0,310.9,1575,34.6,150,0,0,0,1
6145,M21004,301.1,311.1,1615,37.7,153,0,0,0,1
6146,M21005,301.1,311.1,1436,41.8,156,0,0,0,1
6147,M21006,301.1,311.1,1470,40.6,159,0,0,0,1
6148,M21007,301.1,311.1,2089,19.8,162,0,0,0,1
6149,L53328,301.1,311.2,1564,37.0,165,0,0,1,0
6150,M21009,301.0,311.1,1420,47.4,167,0,0,0,1
6151,L53330,301.1,311.1,1711,29.1,170,0,0,1,0
6152,L53331,301.1,311.2,1555,35.3,172,0,0,1,0
6153,M21012,301.1,311.1,1592,35.7,174,0,0,0,1
6154,L53333,301.0,311.1,1236,64.4,177,1,0,1,0
6155,M21014,301.0,310.9,1765,24.2,179,0,0,0,1
6156,L53335,301.0,311.0,1634,31.2,182,0,0,1,0
6157,L53336,301.1,311.1,1508,41.5,184,0,0,1,0
6158,L53337,301.1,311.2,1774,29.6,186,0,0,1,0
6159,L53338,301.1,311.0,1677,29.1,188,0,0,1,0
6160,L53339,301.0,311.0,1399,58.0,190,1,0,1,0
6161,L53340,301.0,310.9,1570,34.0,192,0,0,1,0
6162,L53341,301.0,310.9,1479,44.3,194,0,0,1,0
6163,L53342,301.0,310.8,1558,34.9,196,0,0,1,0
6164,L53343,300.8,310.7,1358,48.1,198,0,0,1,0
6165,H35578,300.9,310.7,1656,30.7,200,0,1,0,0
6166,L53345,300.9,310.7,1523,35.8,205,0,0,1,0
6167,H35580,300.9,310.7,1403,40.6,207,0,1,0,0
6168,M21027,300.9,310.7,1362,51.6,212,0,0,0,1
6169,M21028,300.7,310.6,1778,27.1,215,0,0,0,1
6170,L53349,300.7,310.5,1448,38.2,218,0,0,1,0
6171,H35584,300.8,310.5,1559,40.1,220,0,1,0,0
6172,L53351,300.8,310.6,1416,42.2,225,0,0,1,0
6173,L53352,300.8,310.6,1577,37.9,227,1,0,1,0
6174,L53353,300.8,310.7,1633,27.8,0,0,0,1,0
6175,L53354,300.9,310.7,1573,31.2,2,0,0,1,0
6176,L53355,300.9,310.8,1517,44.3,4,0,0,1,0
6177,L53356,301.0,310.9,1515,37.3,6,0,0,1,0
6178,L53357,301.0,310.8,1527,45.3,8,0,0,1,0
6179,L53358,301.1,310.9,1282,67.9,10,1,0,1,0
6180,M21039,301.1,310.9,1396,45.1,12,0,0,0,1
6181,L53360,301.0,310.9,1492,44.6,15,0,0,1,0
6182,L53361,301.0,310.8,1975,19.7,17,0,0,1,0
6183,L53362,301.0,310.8,1475,35.3,19,0,0,1,0
6184,H35597,301.0,310.9,1495,37.3,21,0,1,0,0
6185,L53364,301.0,311.0,1553,35.8,26,0,0,1,0
6186,L53365,301.1,311.0,1918,21.7,28,0,0,1,0
6187,M21046,301.1,311.0,1413,46.6,30,0,0,0,1
6188,L53367,301.0,311.0,1437,56.0,33,0,0,1,0
6189,L53368,301.0,310.9,1450,45.9,35,0,0,1,0
6190,M21049,301.0,310.9,1910,21.9,37,0,0,0,1
6191,L53370,300.9,310.9,1749,26.4,40,0,0,1,0
6192,H35605,301.0,310.9,1916,22.0,42,0,1,0,0
6193,L53372,301.0,310.9,1428,45.3,47,0,0,1,0
6194,L53373,301.0,310.9,1578,38.4,49,0,0,1,0
6195,L53374,300.9,310.8,1571,39.9,51,0,0,1,0
6196,L53375,300.9,310.8,1729,30.2,53,0,0,1,0
6197,L53376,300.9,310.8,1701,30.4,55,0,0,1,0
6198,L53377,300.9,310.8,1493,45.8,57,0,0,1,0
6199,M21058,301.0,310.9,1554,32.7,59,0,0,0,1
6200,L53379,300.9,310.9,1497,43.2,62,0,0,1,0
6201,L53380,301.0,310.9,1679,29.8,64,0,0,1,0
6202,M21061,301.0,310.9,1510,44.5,66,0,0,0,1
6203,L53382,301.0,310.9,1296,54.9,69,0,0,1,0
6204,L53383,301.0,310.9,1404,41.8,71,0,0,1,0
6205,M21064,300.9,310.8,1519,34.9,73,0,0,0,1
6206,M21065,300.9,310.7,1696,27.3,76,0,0,0,1
6207,M21066,300.8,310.6,1669,28.4,79,0,0,0,1
6208,L53387,300.7,310.6,1447,40.7,82,0,0,1,0
6209,M21068,300.7,310.6,1418,46.3,84,0,0,0,1
6210,L53389,300.7,310.6,1407,40.5,87,0,0,1,0
6211,L53390,300.8,310.5,1434,44.5,89,0,0,1,0
6212,L53391,300.8,310.6,1360,48.8,91,0,0,1,0
6213,L53392,300.8,310.6,1402,53.7,93,0,0,1,0
6214,L53393,300.9,310.6,1552,34.9,95,0,0,1,0
6215,L53394,300.9,310.7,1392,44.2,97,0,0,1,0
6216,L53395,301.1,310.8,1521,41.0,99,0,0,1,0
6217,L53396,301.1,310.8,1724,27.5,101,0,0,1,0
6218,M21077,301.0,310.7,1455,46.1,103,0,0,0,1
6219,H35632,301.0,310.6,1366,50.6,106,0,1,0,0
6220,H35633,301.1,310.6,1407,43.9,111,0,1,0,0
6221,L53400,301.1,310.8,1470,49.3,116,0,0,1,0
6222,M21081,301.2,310.9,1359,50.8,118,0,0,0,1
6223,H35636,301.1,310.8,1792,25.8,121,0,1,0,0
6224,M21083,301.1,310.9,1552,37.9,126,0,0,0,1
6225,L53404,301.2,311.0,1612,32.9,129,0,0,1,0
6226,M21085,301.2,311.0,1424,41.4,131,0,0,0,1
6227,H35640,301.3,311.0,1341,59.3,134,0,1,0,0
6228,L53407,301.2,310.8,1479,38.2,139,0,0,1,0
6229,L53408,301.2,310.9,1413,50.1,141,0,0,1,0
6230,L53409,301.3,310.9,2165,17.4,143,0,0,1,0
6231,M21090,301.3,311.0,1641,33.0,145,0,0,0,1
6232,M21091,301.3,311.0,1495,40.8,148,0,0,0,1
6233,L53412,301.3,311.0,1576,30.4,151,0,0,1,0
6234,L53413,301.2,310.9,1467,37.1,153,0,0,1,0
6235,L53414,301.2,310.8,1479,41.2,155,0,0,1,0
6236,L53415,301.3,310.9,1596,33.9,157,0,0,1,0
6237,M21096,301.3,310.9,1512,36.9,159,0,0,0,1
6238,L53417,301.4,310.9,1414,38.8,162,0,0,1,0
6239,L53418,301.3,310.8,1390,57.4,164,0,0,1,0
6240,L53419,301.2,310.7,1644,31.6,166,0,0,1,0
6241,M21100,301.2,310.7,1394,42.8,168,0,0,0,1
6242,L53421,301.1,310.5,1324,52.4,171,0,0,1,0
6243,L53422,301.0,310.4,1476,43.6,173,0,0,1,0
6244,L53423,301.0,310.4,2204,16.6,175,0,0,1,0
6245,M21104,301.0,310.4,1665,30.9,177,0,0,0,1
6246,L53425,300.9,310.4,1445,41.7,180,0,0,1,0
6247,H35660,300.8,310.3,1457,46.8,182,0,1,0,0
6248,L53427,300.8,310.2,1492,46.3,187,0,0,1,0
6249,L53428,300.8,310.1,1405,61.2,189,1,0,1,0
6250,L53429,300.7,310.1,1542,35.5,191,0,0,1,0
6251,L53430,300.8,310.2,1520,37.7,193,0,0,1,0
